name,barcode,quantityUnitType,salesPrice,productDesc,category,brand,productImg
Тампоны Kotex Super 16 шт,5029053534572,pcs,1980.00,Тампоны с высокой впитываемостью для комфортного использования.,BAR_CLEANING,Kotex,
Тампоны Kotex Super 8 шт,5029053534541,pcs,995.00,Тампоны с супер впитывающей способностью.,BAR_CLEANING,Kotex,
Средство для мытья пола,2500401300016,pcs,1265.00,Эффективное средство для уборки полов.,BAR_CLEANING,,
Стеклоочиститель LIAO,6959125704468,pcs,1800.00,Эффективный стеклоочиститель для чистоты стекол.,BAR_CLEANING,LIAO,
OS Гель для душа и шампунь Rockstar 400 мл,8700216232692 4084500979239,pcs,1595.00,Гель для душа и шампунь с ароматом Rockstar.,BAR_CLEANING,OS,
Кондиционер для белья Lenor Скандинавская весна 850 мл,8006540890066,pcs,1970.00,Кондиционер для белья с ароматом весны.,BAR_CLEANING,Lenor,
Кондиционер для белья Lenor Чувствительная кожа 850 мл,8006540890080,pcs,1970.00,Кондиционер для белья для чувствительной кожи.,BAR_CLEANING,Lenor,
Кондиционер для белья LENOR Орхидея и Янтарь 700 мл,8006540901823,pcs,1970.00,Кондиционер для белья с ароматом орхидеи и янтаря.,BAR_CLEANING,LENOR,
Шампунь HESS Аргоновое масло 350 мл,8700216212632,pcs,1830.00,Шампунь с аргоновым маслом для ухода за волосами.,BAR_CLEANING,HESS,
Бальзам Аргоновое масло HESS 250 мл,8700216212656,pcs,1760.00,Бальзам с аргановым маслом для ухода за волосами.,BAR_CLEANING,HESS,
Зубная паста Oral-B Восстановление десен Мята 75 мл,8700216028059,pcs,2115.00,Зубная паста для восстановления десен с мятным вкусом.,BAR_CLEANING,,
OS Твердое дезодорант ROKSTAR 50 мл,8700216203937,pcs,1400.00,Твердое дезодорант для защиты от запаха.,BAR_CLEANING,ROKSTAR,
SEPTIVIT Гель для посуды Альпийская Мята 1 л,4631152141042,pcs,1290.00,Гель для мытья посуды с ароматом альпийской мяты.,BAR_CLEANING,SEPTIVIT,
Гель для посуды SEPTIVIT Без запаха 1 л,4631151766680,pcs,1290.00,Гель для мытья посуды без запаха.,BAR_CLEANING,SEPTIVIT,
SEPTIVIT Гель для посуды Нежное алоэ 1 л,4631155753426,pcs,1290.00,"Гель для мытья посуды с экстрактом алоэ, 1 л.",BAR_CLEANING,SEPTIVIT,
Septivit Гель для посуды Сочный Цитрус 1 л,4631152141110,pcs,1290.00,Гель для мытья посуды с ароматом цитрусовых.,BAR_CLEANING,Septivit,
Освежитель воздуха в аэрозольной упаковке Green Collection by Provence Имбирь и ваниль 300 мл,4620029243033 4620029241619,pcs,645.00,Освежитель воздуха с ароматом имбиря и ванили.,BAR_CLEANING,Green Collection,
Освежитель воздуха GREEN COLLECTION Бодрящий лайм 300 мл,4620029245709,pcs,645.00,Освежитель воздуха с бодрящим ароматом лайма.,BAR_CLEANING,GREEN COLLECTION,
Освежитель воздуха GREEN COLLECTION BY PROVENCE Гранатовый лимонад 300 мл,4620029245587,pcs,645.00,Освежитель воздуха с ароматом гранатового лимонада.,BAR_CLEANING,GREEN COLLECTION BY PROVENCE,
Освежитель воздуха GREEN COLLECTION Морская ривьера 300 мл,4620029245624,pcs,645.00,"Освежитель воздуха с ароматом морской ривьеры, 300 мл.",BAR_CLEANING,GREEN COLLECTION,
Освежитель воздуха Green Collection Нежный пион 300 мл,4620029245594,pcs,645.00,Освежитель воздуха с ароматом нежного пиона.,BAR_CLEANING,Green Collection,
ISUODET Аэрозоль от комаров детский 100 мл,4630072706478,pcs,1220.00,Аэрозоль от комаров для детей.,BAR_CLEANING,ISUODET,
Влажные салфетки универсальные JAZZ,764460825046,pcs,100.00,Универсальные влажные салфетки для уборки.,BAR_CLEANING,JAZZ,
Влажные салфетки универсальные Flovell,745114229960,pcs,100.00,Универсальные влажные салфетки для различных поверхностей.,BAR_CLEANING,Flovell,
Бурлящие шары FRESH,4620739983021 4620739981232 4620739981249 4620739983014 4620739981256 4620739983045 4620739983038,pcs,470.00,Бурлящие шары для ванны с ароматами.,BAR_CLEANING,FRESH,
Влажные салфетки универсальные Emily,4620739974487,pcs,115.00,Универсальные влажные салфетки для различных поверхностей.,BAR_CLEANING,Emily,
Туалетная бумага Zewa Deluxe Jasmine 3 слоя 4 рулона,7322542174074,pcs,1770.00,Туалетная бумага с ароматом жасмина.,BAR_CLEANING,Zewa,
Бумажные полотенца Zewa стандарт 2,7322541191331,pcs,1390.00,Стандартные бумажные полотенца для дома.,BAR_CLEANING,Zewa,
"Туалетная бумага Zewa Deluxe Ромашка 3 слоя, 4 рулона",7322540060133,pcs,1770.00,Мягкая туалетная бумага с ароматом ромашки.,BAR_CLEANING,Zewa,
"Zewa Deluxe Туалетная бумага белая 3 слоя, 4 рулона",7322540313369,pcs,1770.00,"Туалетная бумага Zewa Deluxe, 3 слоя, 4 рулона.",BAR_CLEANING,Zewa,
Туалетная бумага Zewa Deluxe Персик 3 слоя 4 рулона,9011111035769,pcs,1770.00,Мягкая туалетная бумага с ароматом персика.,BAR_CLEANING,Zewa,
Белизна-гель Чистолюб 1 л,4607137252133,pcs,725.00,Гель для стирки с отбеливающим эффектом.,BAR_CLEANING,Чистолюб,
Освежитель воздуха GREEN COLLECTION Альпы 300 мл,4620029245631,pcs,645.00,Освежитель воздуха с ароматом альпийских лугов.,BAR_CLEANING,GREEN COLLECTION,
Шампунь SEPTIVIT Клубничный Фреш 1 л,4631169211691,pcs,1290.00,Шампунь с ароматом клубники для свежести волос.,BAR_CLEANING,SEPTIVIT,
SEPTIVIT Шампунь для волос Банановый смузи 1 л,4631169211738,pcs,1290.00,"Шампунь с ароматом бананового смузи, 1 л.",BAR_CLEANING,SEPTIVIT,
Septivit Шампунь для волос Огуречный 1 л,2500408120013 4631169211714,pcs,1290.00,Шампунь для волос с огуречным экстрактом.,BAR_CLEANING,Septivit,
SEPTIVIT Гель для душа в ассортименте 1 л,4631169211660 4631169211639,pcs,1290.00,Гель для душа с различными ароматами.,BAR_CLEANING,SEPTIVIT,
Гель для душа NICE в ассортименте 1 л,4631169212162 4631169212186 4631169212148,pcs,1290.00,Гель для душа в различных ароматах.,BAR_CLEANING,NICE,
Туалетная бумага Papirone 8 шт (Дуденко),2500500560014 4870235730029,pcs,2405.00,Туалетная бумага в упаковке по 8 штук.,BAR_CLEANING,Papirone,
LOVE Бумага туалетная 5 (Дуденко),2500500570013 6975453090028,pcs,2210.00,"Туалетная бумага LOVE, 5 рулонов.",BAR_CLEANING,LOVE,
Салфетки сухие 4 слоя Корея 100 шт,2500500580012,pcs,290.00,"Сухие салфетки из Кореи, 100 штук в упаковке.",BAR_CLEANING,,
Курт в ведре копченый 95гр(Дуденко),4870003520111,pcs,530.00,Копченая курочка в удобной упаковке.,BAR_CLEANING,Дуденко,
Курт в ведре соленый 95гр(Дуденко),4870003520104,pcs,530.00,Соленая курица в удобной упаковке.,BAR_CLEANING,Дуденко,
Курт Аженин 45гр (Дуденко),4870003520531,pcs,300.00,Курт с добавлением специй.,BAR_CLEANING,Дуденко,
Курт Аулдын Деревенский 45гр (Дуденко),4870003520388,pcs,300.00,"Деревенский сыр Курт Аулдын, 45 г.",BAR_CLEANING,,
"Порошок МИФ Авт 3в1 Морозная свежесть 0,95гр",8001841810331,pcs,910.00,Порошок для стирки с эффектом морозной свежести.,BAR_CLEANING,Миф,
Средство для мытья посуды Миф Алое Вера Глицерин 500 мл,5413149556928,pcs,435.00,Средство для мытья посуды с алоэ вера.,BAR_CLEANING,Миф,
Средство для мытья посуды МИФ Лимонная свежесть 1 л,5413149397811,pcs,700.00,Средство для мытья посуды с лимонным ароматом.,BAR_CLEANING,МИФ,
Средство для мытья полов и стен MR PROPER Лимон 1 л,4084500644762,pcs,1080.00,Средство для мытья полов с лимонным ароматом.,BAR_CLEANING,MR PROPER,
"Средство для мытья полови стен MR PROPER Океан 0,5 мл",5413149071131,pcs,680.00,"Средство для мытья полов и стен с ароматом океана, 0,5 л.",BAR_CLEANING,MR PROPER,
"Средство для мытья полови стен MR PROPER Гор Руч и Прох 0,5 мл",5410076978434,pcs,690.00,Средство для мытья полов с ароматом горного ручья.,BAR_CLEANING,,
Средство для мытья полов и стен Mr Proper Лимон 750 мл,5413149157378,pcs,910.00,Средство для мытья полов с лимонным ароматом.,BAR_CLEANING,Mr Proper,
Средство для мытья полов MR PROPER Океан 750 мл,5413149157422,pcs,910.00,Эффективное средство для мытья полов с ароматом океана.,BAR_CLEANING,MR PROPER,
Кондиционер для белья LENOR Прохлада океана 1200 мл,8006540909249,pcs,3475.00,Кондиционер для белья с ароматом океана.,BAR_CLEANING,LENOR,
Кондиционер для белья LENOR Haut La Désir 1200 мл,8700216162616,pcs,3475.00,Кондиционер для белья с ароматом. Объем 1200 мл.,BAR_CLEANING,LENOR,
FARIY Нежные Ручки Жасмин и Алое Вера 450 мл,8001090995254,pcs,680.00,Крем для рук с экстрактами жасмина и алоэ вера.,BAR_CLEANING,FARIY,
Прокладки DISCREET Deo WaterLily 52 шт,8006540231746 8700216428590,pcs,1360.00,Ежедневные прокладки с ароматом водяной лилии.,BAR_CLEANING,DISCREET,
Шампунь п. перхоти ментол HEAD&SHOULDERS 200 мл,5000174028447,pcs,1305.00,Шампунь против перхоти с ментоловым эффектом.,BAR_CLEANING,HEAD&SHOULDERS,
Зубная щетка ORAL-B White 40 средняя,3014260107833,pcs,1115.00,Зубная щетка с пятисторонней чисткой.,BAR_CLEANING,,
"RUTA"" салфетки косм 2сл 155 л Белые mix collection",4820023748712,pcs,830.00,"Салфетки 2 слоя, 155 штук в упаковке. Белые.",BAR_CLEANING,RUTA,
"RUTA"" салфетки косм 2сл 155 л Белые",4820023748422,pcs,830.00,"Салфетки из мягкой бумаги, 2 слоя.",BAR_CLEANING,RUTA,
Салфетки RUTA Women Brick 2 слоя 155 л,4820202893608,pcs,830.00,Косметические салфетки для женщин.,BAR_CLEANING,RUTA,
Туалетная бумага RUTA 4 рулона 2 слоя Rose Classic,4820202894131,pcs,1035.00,"Туалетная бумага с ароматом розы, 4 рулона, 2 слоя.",BAR_CLEANING,RUTA,
Туалетная бумага RUTA Classic 4 рулона 2 слоя,4820023740044,pcs,1035.00,"Туалетная бумага белая, 4 рулона.",BAR_CLEANING,RUTA,
Туалетная бумага RUTA 4 рулона 2 слоя желтая Classic,4820023748835,pcs,1035.00,"Туалетная бумага, 4 рулона, 2 слоя. Желтая.",BAR_CLEANING,RUTA,
RUTA Туалетная бумага 4 рулона 3 слоя Selecta,4820023744387,pcs,1355.00,"Туалетная бумага Selecta, 4 рулона, 3 слоя.",BAR_CLEANING,RUTA,
Салфетка PERFECT из микрофибры для стекла,4870007295626,pcs,435.00,Салфетка для стеклянных поверхностей.,BAR_CLEANING,PERFECT,
Салфетки Аромика визкозные впитывающие 30x30 см,4870205226514,pcs,230.00,"Впитывающие визкозные салфетки, размер 30x30 см.",BAR_CLEANING,Аромика,
Аромика одноразовые десертные тарелки 6 шт,4870205225562,pcs,245.00,"Одноразовые десертные тарелки, 6 штук.",BAR_CLEANING,Аромика,
Аромика одноразовые чашки кофейные 6 шт,4870205225593,pcs,325.00,"Одноразовые кофейные чашки, 6 штук в упаковке.",BAR_CLEANING,Аромика,
RUTA Салфетки 1 слой 24x24 см Белые,4820023744622,pcs,725.00,"Салфетки из бумаги, 1 слой, 24x24 см.",BAR_CLEANING,RUTA,
Прокладки KOTEX норм 56 шт,5029053548050 2554800500010,pcs,1235.00,Ежедневные прокладки для женщин.,BAR_CLEANING,KOTEX,
Ежедневные прокладки KOTEX норм дышащие 56 шт,5029053548074,pcs,1235.00,"Ежедневные прокладки с дышащей поверхностью, 56 шт.",BAR_CLEANING,KOTEX,
Парфюмерное жидкое мыло EXXE 500 мл,4620739981287 4620739981263 4620739981270,pcs,700.00,Жидкое мыло с парфюмерным ароматом.,BAR_CLEANING,EXXE,
Крем-гель для душа EXXE 500 мл,4620739983342 4620739983366 4620739980631 4620739980624 4620739983359,pcs,790.00,"Крем-гель для душа, 500 мл. Ассортимент.",BAR_CLEANING,EXXE,
Ватные диски Cottolina 175 шт,4680005641192,pcs,725.00,"Ватные диски, 175 штук в упаковке.",BAR_CLEANING,Cottolina,
Перчатки резиновые YORK в ассортименте,5903355001706 5903355001690,pcs,845.00,Резиновые перчатки для защиты рук.,BAR_CLEANING,YORK,
Ролик-щетка YORK 20листов,5903355004738,pcs,760.00,"Ролик-щетка для удаления пыли и волос, 20 листов.",BAR_CLEANING,YORK,
Салфетка микрофибра YORK 30x30 см,5903355007517,pcs,550.00,"Салфетка из микрофибры, 30x30 см.",BAR_CLEANING,YORK,
Щетка YORK утюжок,5903355000808,pcs,655.00,Щетка-утюжок для ухода за одеждой.,BAR_CLEANING,YORK,
Влажные салфетки Deluxe (15 шт) Коты на зеленом,4870007566917,pcs,105.00,"Влажные салфетки с изображением котов, 15 штук.",BAR_CLEANING,Deluxe,
Влажные салфетки Deluxe Ромашка 15 шт,4870007564999,pcs,105.00,Влажные салфетки с ароматом ромашки.,BAR_CLEANING,Deluxe,
Влажные салфетки Econom Care клубника 15 шт,4870007569222,pcs,80.00,"Влажные салфетки с ароматом клубники, 15 шт.",BAR_CLEANING,Econom Care,
Маска для лица FRESHLAND в ассортименте,4607102857455 4607102856045 4607102856038 4607102857448 4607102856021,pcs,350.00,Маска для лица в различных вариантах.,BAR_CLEANING,FRESHLAND,
Влажные салфетки Econom Care детские 15 шт,4870007569192,pcs,85.00,"Влажные салфетки для детей, 15 штук в упаковке.",BAR_CLEANING,Econom Care,
Бумага туалетная Deluxe,4870240661851,pcs,145.00,"Туалетная бумага, мягкая и прочная.",BAR_CLEANING,Deluxe,
Влажные салфетки Econom care Зеленый чай 15 шт,4870007569215,pcs,90.00,Влажные салфетки с ароматом зеленого чая.,BAR_CLEANING,Econom care,
Зубная паста SPLAT Актив 100 мл,4603014001108,pcs,1485.00,"Зубная паста для активной защиты зубов, 100 мл.",BAR_CLEANING,SPLAT,
Зубная паста SPLAT Био Кальций 100 мл,4603014001092,pcs,1485.00,"Зубная паста с био кальцием, 100 мл.",BAR_CLEANING,SPLAT,
Зубная паста SPLAT Лечебные травы 100 мл,4603014001139,pcs,1485.00,"Зубная паста с лечебными травами, 100 мл.",BAR_CLEANING,SPLAT,
Зубная паста SPLAT Отбеливание 100 мл,4603014001061,pcs,1485.00,"Зубная паста для отбеливания, 100 мл.",BAR_CLEANING,SPLAT,
Зубная паста SPLAT Ультра комплекс 100 мл,4603014001078,pcs,1485.00,Зубная паста для комплексного ухода.,BAR_CLEANING,SPLAT,
Зубная паста SPLAT Сенситив комплекс 100 мл,4603014005878,pcs,1485.00,"Зубная паста для чувствительных зубов, 100 мл.",BAR_CLEANING,SPLAT,
Зубная паста PR длительная свежесть 100 мл,4603014025890,pcs,1320.00,"Зубная паста для длительной свежести, 100 мл.",BAR_CLEANING,PR,
Зубная паста PR Здоровые десна 100 мл,4603014010414,pcs,1320.00,"Зубная паста для здоровья десен, 100 мл.",BAR_CLEANING,PR,
Зубная паста PR Восстановление 100 мл,4603014025869,pcs,1320.00,"Зубная паста для восстановления эмали, 100 мл.",BAR_CLEANING,PR,
Зубная щетка BIO Med Комплекс,7640186930479 7640168930479 7640168931452 7640168932169 7640168930509,pcs,975.00,Зубная щетка для комплексного ухода.,BAR_CLEANING,BIO Med,
Зубная щетка BIO сильвер,7640186930509,pcs,975.00,Зубная щетка с серебряными волокнами для защиты от бактерий.,BAR_CLEANING,BIO,
Зубная щетка BIO Комплект Голубая,7640186931469 7640168931469,pcs,975.00,"Зубная щетка в комплекте, голубая.",BAR_CLEANING,BIO,
Зубная щетка BIO Комплект Зеленая,7640186931452,pcs,975.00,"Зубная щетка, комплект. Зеленый цвет.",BAR_CLEANING,BIO,
Зубная Щетка BIO Комплект Hard,7640186932169,pcs,975.00,"Зубная щетка жесткой щетиной, комплект.",BAR_CLEANING,BIO,
Зубная щетка BIO Комплекс Hard,4603014007308,pcs,1400.00,Жесткая зубная щетка для эффективной чистки.,BAR_CLEANING,BIO,
Зубная щетка BIO Комплекс Hard средняя,4603014007315,pcs,1400.00,Зубная щетка средней жесткости для комплексной защиты.,BAR_CLEANING,BIO,
Зубная щетка ULTRA,4603014011909,pcs,1400.00,Зубная щетка ULTRA.,BAR_CLEANING,ULTRA,
Зубная щетка Sensitive,4603014020055,pcs,1400.00,Зубная щетка для чувствительных зубов.,BAR_CLEANING,,
Зубная Щетка ULTRA Sensitive,4603014007285,pcs,1400.00,"Зубная щетка с мягкой щетиной, для чувствительных зубов.",BAR_CLEANING,ULTRA,
Зубная паста детская JLAB Арбуз 35 мл,7640168939816,pcs,1060.00,Детская зубная паста с ароматом арбуза.,BAR_CLEANING,JLAB,
Зубная паста детская JLAB Виноград 35 мл,7640168939823,pcs,1060.00,"Детская зубная паста с виноградным вкусом, 35 мл.",BAR_CLEANING,JLAB,
Зубная паста детская Juicy Мороженое 35 мл,4603014004925,pcs,1060.00,"Детская зубная паста с ароматом мороженого, 35 мл.",BAR_CLEANING,Juicy,
Зубная паста детская Juicy Тути-Фрути 35 мл,4603014004949,pcs,1060.00,"Детская зубная паста с вкусом Тути-Фрути, 35 мл.",BAR_CLEANING,,
Зубная паста детская Juicy Магия Единорога 35 мл,7640168935078,pcs,1290.00,"Детская зубная паста с ароматом единорога, 35 мл.",BAR_CLEANING,Juicy,
Зубная паста детская Juicy Магия Единорога 35 мл,7640168936938,pcs,1290.00,Детская зубная паста с магией единорога.,BAR_CLEANING,Juicy,
Средство для мытья м/п BIO MIO Экстра хлопок и серый 450 мл,4603014004376,pcs,1865.00,"Средство для мытья м/п с экстрактом хлопка, 450 мл.",BAR_CLEANING,BIO MIO,
Средство для мытья м/п BIO MIO Экстра мандарин 450 мл,4603014004437,pcs,2115.00,"Средство для мытья посуды с ароматом мандарина, 450 мл.",BAR_CLEANING,BIO MIO,
Соль BIO MIO для посудомоечной машины 1 кг,4603014010728,pcs,1640.00,"Соль для посудомоечной машины, 1 кг.",BAR_CLEANING,BIO MIO,
Гель для стирки BIO MIO для темных и джинсовых тканей 900 мл,7640168937836,pcs,3830.00,"Гель для стирки, 900 мл, для темных и джинсовых тканей.",BAR_CLEANING,BIO MIO,
Гель для стирки BIO MIO и пятновыводитель 900 мл,7640168938000,pcs,3830.00,Гель для стирки и удаления пятен.,BAR_CLEANING,BIO MIO,
Гель для стирки BIO MIO для деликатных тканей 900 мл,7640168938017,pcs,3830.00,"Гель для стирки деликатных тканей, 900 мл.",BAR_CLEANING,BIO MIO,
Ополаскиватель BIO MIO для посудомоечных машин 750 мл,7640168934583,pcs,2385.00,"Ополаскиватель для посудомоечных машин, 750 мл.",BAR_CLEANING,BIO MIO,
Средство для мытья посуды BIO MIO Экстра мандарин 750 мл,4603014009227,pcs,2975.00,"Средство для мытья посуды с ароматом мандарина, 750 мл.",BAR_CLEANING,BIO MIO,
Средство для мытья посуды BIO MIO Экологичное 750 мл,4603014009210,pcs,2725.00,"Экологичное средство для мытья посуды, 750 мл.",BAR_CLEANING,BIO MIO,
Порошок для стирки BIO MIO Колор 1500гр,4603014004635 7640245620095,pcs,5695.00,Порошок для стирки цветного белья.,BAR_CLEANING,BIO MIO,
Порошок для стирки BIO MIO для Бел белья 1500гр,4603014004666,pcs,5695.00,"Порошок для стирки белого белья, 1500 г.",BAR_CLEANING,BIO MIO,
Кондиционер BIO MIO Лаванда 1 л,4603014008824,pcs,2640.00,"Кондиционер с ароматом лаванды, 1 л.",BAR_CLEANING,BIO MIO,
Кондиционер BIO MIO Мандарин 1 л,4603014008800,pcs,2640.00,"Кондиционер для белья с ароматом мандарина, 1 л.",BAR_CLEANING,BIO MIO,
Кондиционер BIO MIO Эвкалипт 1 л,4603014008527,pcs,2640.00,"Кондиционер для белья с ароматом эвкалипта, 1 л.",BAR_CLEANING,BIO MIO,
Пятновыводитель BIO MIO 750 мл,4603014008145,pcs,2435.00,Пятновыводитель для эффективного удаления пятен.,BAR_CLEANING,BIO MIO,
Жидкое мыло BIO MIO с маслом абрикоса 300 мл,4603014011176,pcs,1330.00,Нежное жидкое мыло с маслом абрикоса для увлажнения кожи.,BAR_CLEANING,BIO MIO,
Жидкое мыло BIO MIO с чайным деревом 300 мл,4603014011985,pcs,1790.00,Натуральное жидкое мыло с экстрактом чайного дерева.,BAR_CLEANING,BIO MIO,
Жидкое мыло BIO MIO с маслом абрикоса 500 мл,7640168935146,pcs,2085.00,Нежное жидкое мыло с маслом абрикоса для ухода за кожей.,BAR_CLEANING,BIO MIO,
Стиральный порошок BIO MIO Колор,764024620095,pcs,2250.00,Эффективный стиральный порошок для цветного белья.,BAR_CLEANING,BIO MIO,
Прокладки Kotex Bio-Care Night 6x10,05029053590875 5029053590875,pcs,1040.00,Ночные прокладки с био-компонентами.,BAR_CLEANING,Kotex,
Прокладки Kotex Bio-Care Normal 60 шт.,5029053590868,pcs,1040.00,Прокладки для женщин с защитой от протеканий.,BAR_CLEANING,Kotex,
Крем для рук оливковый Nivea 75 мл,4006000029795,pcs,845.00,Увлажняющий крем для рук с оливковым маслом.,BAR_CLEANING,Nivea,
Крем для рук Алое Nivea Soft 75 мл,4006000008370,pcs,845.00,Увлажняющий крем для рук с экстрактом алоэ.,BAR_CLEANING,Nivea,
Крем для рук Nivea Soft 75 мл,4006000008400,pcs,845.00,Увлажняющий крем для рук с легкой текстурой.,BAR_CLEANING,Nivea,
Крем для рук Облепиха Nivea 75 мл,4006000008431,pcs,845.00,Крем для рук с экстрактом облепихи.,BAR_CLEANING,Nivea,
Лосьон после бритья для чувствительной кожи Nivea 100 мл,4005808588794,pcs,3985.00,"Лосьон для после бритья, успокаивает и увлажняет кожу.",BAR_CLEANING,Nivea,
Бальзам после бритья для чувствительной кожи Nivea 100 мл,4005808588558,pcs,3985.00,Бальзам для успокоения кожи после бритья.,BAR_CLEANING,Nivea,
Крем-бальзам после бритья для чувствительной кожи Nivea 200 мл,5025970023397,pcs,2985.00,Крем-бальзам для чувствительной кожи после бритья.,BAR_CLEANING,Nivea,
Пена для бритья Nivea для чувствительной кожи 200 мл,4005808588824,pcs,2055.00,Пена для бритья для чувствительной кожи.,BAR_CLEANING,Nivea,
Пена для бритья Защита Серебра Nivea 200 мл,4005808540181,pcs,2055.00,Пена для бритья с защитой от раздражения.,BAR_CLEANING,Nivea,
Пена для бритья увлажняющая Nivea 200 мл,4005808222599,pcs,2055.00,"Увлажняющая пена для бритья, обеспечивает комфорт.",BAR_CLEANING,Nivea,
Пена для бритья охлаждающая Nivea 200 мл,4005900163998,pcs,2055.00,Охлаждающая пена для комфортного бритья.,BAR_CLEANING,Nivea,
Пена для бритья Ultra Nivea 200 мл,4005900497574,pcs,2055.00,Пена для бритья Ultra для комфортного бритья.,BAR_CLEANING,Nivea,
Мицелярная вода Nivea для чувствительной кожи 400 мл,4005900554116,pcs,2530.00,Мицелярная вода для деликатного очищения.,BAR_CLEANING,Nivea,
Мицеллярная вода Nivea для нормальной и комбинированной кожи 400 мл,4005900554079,pcs,2530.00,Мицеллярная вода для очищения кожи.,BAR_CLEANING,Nivea,
Средство для удаления макияжа Двойной Эффект Nivea 125 мл,42439097,pcs,1240.00,Эффективное средство для удаления макияжа с двойным действием.,BAR_CLEANING,Nivea,
Средство для удаления макияжа Двойной эффект Nivea 125 мл,4005808571482,pcs,1890.00,Эффективное средство для удаления макияжа.,BAR_CLEANING,Nivea,
Дезодорант роликовый Эффект Пудры Nivea 50 мл,4005808884247,pcs,1510.00,Дезодорант с эффектом пудры для длительной свежести.,BAR_CLEANING,Nivea,
Дезодорант-ролик Nivea Черное и белое 50 мл,4005900035264,pcs,1510.00,Дезодорант-ролик с защитой от пятен.,BAR_CLEANING,Nivea,
Дезодорант-спрей Эффект Пудры Nivea 150 мл,4005808920099,pcs,2885.00,Дезодорант с эффектом пудры для длительной защиты.,BAR_CLEANING,Nivea,
Дезодорант-ролик Серебряная Защита Nivea 50 мл,4005808307036,pcs,1510.00,Дезодорант с защитой от пота и запаха.,BAR_CLEANING,Nivea,
Дезодорант-ролик Черное и белое мужской Nivea 50 мл,4005900036131,pcs,1510.00,Дезодорант для мужчин с эффектом защиты.,BAR_CLEANING,Nivea,
Дезодорант роликовый ULTRA мужской Nivea 50 мл,4005900494634,pcs,1510.00,Мужской дезодорант ULTRA для надежной защиты.,BAR_CLEANING,Nivea,
Гель для душа Nivea Крем Роза 250 мл,4005808577910,pcs,1485.00,Гель для душа с нежным ароматом розы.,BAR_CLEANING,Nivea,
Гель для душа Крем Кокос Nivea 500 мл,5900017039053,pcs,2380.00,Гель для душа с кремовой текстурой и кокосом.,BAR_CLEANING,Nivea,
Гель для душа Лимонграсс Nivea 250 мл,4005808127030,pcs,1680.00,"Гель для душа с ароматом лимонграсса, освежает и очищает.",BAR_CLEANING,Nivea,
Гель для душа Чистота и забота Nivea 500 мл,4006000101132,pcs,1680.00,Гель для душа с увлажняющим эффектом.,BAR_CLEANING,Nivea,
Дезодорант роликовый Энергия Свежести Nivea 50 мл,4005808741731,pcs,1510.00,Дезодорант с энергией свежести для активных мужчин.,BAR_CLEANING,Nivea,
Дезодорант-ролик Nivea Жемчужная красота 50 мл,4005808837359,pcs,1510.00,Дезодорант-ролик с эффектом жемчужной красоты.,BAR_CLEANING,Nivea,
Носовые платочки Kleenex,5901478905192 5901478905079,pcs,110.00,Мягкие носовые платочки для ежедневного использования.,BAR_CLEANING,Kleenex,
Прокладки Kotex OVN Extra Long 108 шт.,8691900173868,pcs,1900.00,Прокладки с дополнительной защитой для ночного использования.,BAR_CLEANING,Kotex,
Капсула FAIRY Plat ALL in 12 шт.,8700216245111,pcs,4145.00,Капсулы для стирки с мощным очищающим эффектом.,BAR_CLEANING,FAIRY,
Средство для мытья посуды МИФ с алоэ вера 1 л,5413149556966,pcs,1040.00,Эффективное средство для мытья посуды с экстрактом алоэ вера.,BAR_CLEANING,МИФ,
MR PROPER Универсальное средство Лимон 400 г,5413149227101 5413149227101,pcs,755.00,Универсальное средство для уборки с ароматом лимона.,BAR_CLEANING,MR PROPER,
Кондиционер для белых тканей Lenor 1200 мл,8700216162647,pcs,3065.00,Кондиционер для стирки белых тканей.,BAR_CLEANING,Lenor,
LENOR Концентрат для белья Сканд. Весна 1600 мл,8006540889862,pcs,3270.00,"Концентрат для стирки с ароматом весны, экономичный расход.",BAR_CLEANING,LENOR,
Средство для мытья посуды FAIRY Нежные руки с чайным деревом и мятой 900 мл,8001090017079,pcs,1085.00,Средство для мытья посуды с экстрактами чайного дерева и мяты.,BAR_CLEANING,FAIRY,
Средство для мытья посуды FAIRY Нежные руки с ромашкой и витамином E 900 мл,8001090017048,pcs,1155.00,Средство для мытья посуды с ромашкой и витамином E.,BAR_CLEANING,FAIRY,
Средство для мытья посуды FAIRY Апельсин и лимонник 900 мл,4015400992097,pcs,1155.00,Средство для мытья посуды с ароматом апельсина и лимонника.,BAR_CLEANING,FAIRY,
Гигиенические прокладки Always Ultra Day & Night 26 шт.,8001090378217,pcs,2645.00,Гигиенические прокладки для дня и ночи.,BAR_CLEANING,Always,
Гигиеническая прокладка ALWAYS ULTRA Нормал 36 шт.,8001090378330,pcs,2645.00,Гигиенические прокладки с высокой защитой и комфортом.,BAR_CLEANING,ALWAYS,
Гигиеническая прокладка ALWAYS ULTRA Light 36 шт.,8001090378293,pcs,2645.00,Прокладки для ежедневного использования с ультратонким дизайном.,BAR_CLEANING,ALWAYS,
Гигиеническая прокладка ALWAYS ULTRA Super 30 шт.,8001090378255,pcs,2645.00,Гигиенические прокладки ULTRA Super для надежной защиты.,BAR_CLEANING,ALWAYS,
